법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,법령구분명,시행일자,법령상세링크
232855,현행,외국환거래법,,001525,20210615,18244,법률,20210916,/DRF/lawService.do?OC=sapphire_5&target=law&MST=232855&type=HTML&mobileYn=&efYd=20210916
252253,현행,외국환거래법 시행령,,004273,20230704,33616,대통령령,20230704,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252253&type=HTML&mobileYn=&efYd=20230704
248491,현행,외무공무원법,,000008,20230304,19228,법률,20230605,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248491&type=HTML&mobileYn=&efYd=20230605
252661,현행,외무공무원의 승격에 관한 규칙,,009268,20230711,00117,외교부령,20230711,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252661&type=HTML&mobileYn=&efYd=20230711
252465,현행,외무공무원임용령,,004280,20230711,33622,대통령령,20230711,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252465&type=HTML&mobileYn=&efYd=20230711
252639,현행,외무공무원임용령 시행규칙,,007783,20230711,00116,외교부령,20230711,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252639&type=HTML&mobileYn=&efYd=20230711
175696,현행,외무공무원 자격심사에 관한 규칙,,010352,20151020,00030,외교부령,20151020,/DRF/lawService.do?OC=sapphire_5&target=law&MST=175696&type=HTML&mobileYn=&efYd=20151020
138056,현행,외무관인규칙,,007784,20130323,00001,외교부령,20130323,/DRF/lawService.do?OC=sapphire_5&target=law&MST=138056&type=HTML&mobileYn=&efYd=20130323
214493,현행,외식산업 진흥법,,011352,20200218,17037,법률,20210219,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214493&type=HTML&mobileYn=&efYd=20210219
240557,현행,외식산업 진흥법 시행령,,011454,20220217,32447,대통령령,20220218,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240557&type=HTML&mobileYn=&efYd=20220218
246419,현행,외식산업 진흥법 시행규칙,,011455,20221219,00554,농림축산식품부령,20221219,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246419&type=HTML&mobileYn=&efYd=20221219
253997,현행,용산공원 조성 특별법,용산공원법,010479,20230816,19683,법률,20230816,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253997&type=HTML&mobileYn=&efYd=20230816
236719,현행,용산공원 조성 특별법 시행령,,010620,20211111,32113,대통령령,20211111,/DRF/lawService.do?OC=sapphire_5&target=law&MST=236719&type=HTML&mobileYn=&efYd=20211111
236757,현행,용산공원 조성 특별법 시행규칙,,010621,20211111,00912,국토교통부령,20211111,/DRF/lawService.do?OC=sapphire_5&target=law&MST=236757&type=HTML&mobileYn=&efYd=20211111
178855,현행,우수물류기업의 인증에 관한 규칙,,012460,20151231,00267,국토교통부령,20151231,/DRF/lawService.do?OC=sapphire_5&target=law&MST=178855&type=HTML&mobileYn=&efYd=20151231
254325,현행,우정사업본부 직제,,011879,20230830,33687,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254325&type=HTML&mobileYn=&efYd=20230830
254513,현행,우정사업본부 직제 시행규칙,,011883,20230830,00112,과학기술정보통신부령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254513&type=HTML&mobileYn=&efYd=20230830
231701,현행,우정사업 운영에 관한 특례법,우정사업법,000041,20210420,18076,법률,20211021,/DRF/lawService.do?OC=sapphire_5&target=law&MST=231701&type=HTML&mobileYn=&efYd=20211021
254377,현행,우정사업 운영에 관한 특례법 시행령,우정사업법 시행령,004291,20230830,33692,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254377&type=HTML&mobileYn=&efYd=20230830
248881,현행,우주개발 진흥법,,009938,20230321,19238,법률,20230622,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248881&type=HTML&mobileYn=&efYd=20230622
245691,현행,우주개발 진흥법 시행령,,010066,20221206,33016,대통령령,20221211,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245691&type=HTML&mobileYn=&efYd=20221211
250227,현행,우주개발 진흥법 시행규칙,,010078,20230419,00109,과학기술정보통신부령,20230419,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250227&type=HTML&mobileYn=&efYd=20230419
195351,현행,우주손해배상법,,010587,20170726,14839,법률,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195351&type=HTML&mobileYn=&efYd=20170726
195322,현행,우체국보험특별회계법,우체국보험회계법,000015,20170726,14839,법률,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195322&type=HTML&mobileYn=&efYd=20170726
227719,현행,우체국보험특별회계법 시행령,우체국보험회계법 시행령,005223,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227719&type=HTML&mobileYn=&efYd=20210105
239215,현행,우체국보험특별회계법 시행규칙,우체국보험회계법 시행규칙,007799,20220104,00086,과학기술정보통신부령,20220104,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239215&type=HTML&mobileYn=&efYd=20220104
195440,현행,우체국어음교환소참가규정,,004293,20170726,28210,대통령령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195440&type=HTML&mobileYn=&efYd=20170726
218905,현행,우체국예금ㆍ보험에 관한 법률,우체국예금보험법,000016,20200609,17354,법률,20201210,/DRF/lawService.do?OC=sapphire_5&target=law&MST=218905&type=HTML&mobileYn=&efYd=20201210
195441,현행,우체국예금ㆍ보험에 관한 법률 시행령,우체국예금보험법 시행령,009746,20170726,28210,대통령령,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195441&type=HTML&mobileYn=&efYd=20170726
239217,현행,우체국예금ㆍ보험에 관한 법률 시행규칙,우체국예금보험법 시행규칙,007800,20220104,00086,과학기술정보통신부령,20220104,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239217&type=HTML&mobileYn=&efYd=20220104
195378,현행,우체국창구업무의 위탁에 관한 법률,우체국업무위탁법,000035,20170726,14839,법률,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195378&type=HTML&mobileYn=&efYd=20170726
246177,현행,우체국창구업무의 위탁에 관한 법률 시행령,우체국업무위탁법 시행령,005233,20221220,33086,대통령령,20221230,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246177&type=HTML&mobileYn=&efYd=20221230
214839,현행,우체국창구업무의 위탁에 관한 법률 시행규칙,우체국업무위탁법 시행규칙,008466,20200221,00040,과학기술정보통신부령,20200221,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214839&type=HTML&mobileYn=&efYd=20200221
218907,현행,우편대체법,,000023,20200609,17354,법률,20201210,/DRF/lawService.do?OC=sapphire_5&target=law&MST=218907&type=HTML&mobileYn=&efYd=20201210
239219,현행,우편대체법 시행규칙,,007803,20220104,00086,과학기술정보통신부령,20220104,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239219&type=HTML&mobileYn=&efYd=20220104
242911,현행,우편법,,001735,20220610,18868,법률,20221211,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242911&type=HTML&mobileYn=&efYd=20221211
245687,현행,우편법 시행령,,009265,20221206,33013,대통령령,20221211,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245687&type=HTML&mobileYn=&efYd=20221211
239221,현행,우편법 시행규칙,,007807,20220104,00086,과학기술정보통신부령,20220104,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239221&type=HTML&mobileYn=&efYd=20220104
212091,현행,우편환법,,000027,20191210,16754,법률,20191210,/DRF/lawService.do?OC=sapphire_5&target=law&MST=212091&type=HTML&mobileYn=&efYd=20191210
239223,현행,우편환법 시행규칙,,007811,20220104,00086,과학기술정보통신부령,20220104,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239223&type=HTML&mobileYn=&efYd=20220104
230285,현행,운항시각 조정ㆍ배분 등에 관한 규칙,,012852,20210316,00830,국토교통부령,20210316,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230285&type=HTML&mobileYn=&efYd=20210316
239267,현행,울산과학기술원법,,010414,20220111,18734,법률,20220412,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239267&type=HTML&mobileYn=&efYd=20220412
227723,현행,울산과학기술원법 시행령,,010483,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227723&type=HTML&mobileYn=&efYd=20210105
36423,현행,원격영상재판에관한규칙,,005911,19951226,01409,대법원규칙,19951226,/DRF/lawService.do?OC=sapphire_5&target=law&MST=36423&type=HTML&mobileYn=&efYd=19951226
103861,현행,원격영상재판에 관한 특례법,원격재판법,001213,20100324,10177,법률,20100324,/DRF/lawService.do?OC=sapphire_5&target=law&MST=103861&type=HTML&mobileYn=&efYd=20100324
239415,현행,원양산업발전법,,010511,20220111,18755,법률,20230112,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239415&type=HTML&mobileYn=&efYd=20230112
237677,현행,원양산업발전법 시행령,,010647,20211214,32215,대통령령,20211214,/DRF/lawService.do?OC=sapphire_5&target=law&MST=237677&type=HTML&mobileYn=&efYd=20211214
234927,현행,원양산업발전법 시행규칙,,010650,20210820,00493,해양수산부령,20210820,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234927&type=HTML&mobileYn=&efYd=20210820
231863,현행,원자력 손해배상법,,000748,20210420,18143,법률,20211021,/DRF/lawService.do?OC=sapphire_5&target=law&MST=231863&type=HTML&mobileYn=&efYd=20211021
227727,현행,원자력 손해배상법 시행령,,004343,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227727&type=HTML&mobileYn=&efYd=20210105
218845,현행,원자력손해배상 보상계약에 관한 법률,원자력보상계약법,000747,20200609,17347,법률,20200609,/DRF/lawService.do?OC=sapphire_5&target=law&MST=218845&type=HTML&mobileYn=&efYd=20200609
227729,현행,원자력손해배상 보상계약에 관한 법률 시행령,원자력보상계약법 시행령,004344,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227729&type=HTML&mobileYn=&efYd=20210105
238329,현행,원자력시설 등의 방호 및 방사능 방재 대책법,방사능방재법,009494,20211228,18664,법률,20220629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238329&type=HTML&mobileYn=&efYd=20220629
238205,현행,원자력시설 등의 방호 및 방사능 방재 대책법 시행령,방사능방재법 시행령,009686,20211223,32246,대통령령,20211223,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238205&type=HTML&mobileYn=&efYd=20211223
239089,현행,원자력시설 등의 방호 및 방사능 방재 대책법 시행규칙,방사능방재법 시행규칙,011881,20211231,01778,총리령,20211231,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239089&type=HTML&mobileYn=&efYd=20211231
243177,현행,원자력안전법,,011435,20220610,18972,법률,20230311,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243177&type=HTML&mobileYn=&efYd=20230311
253259,현행,원자력안전법 시행령,,011484,20230801,33658,대통령령,20230801,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253259&type=HTML&mobileYn=&efYd=20230801
253091,현행,원자력안전법 시행규칙,,011880,20230801,01892,총리령,20230801,/DRF/lawService.do?OC=sapphire_5&target=law&MST=253091&type=HTML&mobileYn=&efYd=20230801
254327,현행,원자력안전위원회와 그 소속기관 직제,,011485,20230830,33687,대통령령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254327&type=HTML&mobileYn=&efYd=20230830
254507,현행,원자력안전위원회와 그 소속기관 직제 시행규칙,,011805,20230830,01901,총리령,20230830,/DRF/lawService.do?OC=sapphire_5&target=law&MST=254507&type=HTML&mobileYn=&efYd=20230830
210368,현행,원자력안전위원회의 설치 및 운영에 관한 법률,원안위법,011431,20190827,16576,법률,20190827,/DRF/lawService.do?OC=sapphire_5&target=law&MST=210368&type=HTML&mobileYn=&efYd=20190827
233295,현행,원자력안전위원회의 설치 및 운영에 관한 법률 시행령,원안위법 시행령,011486,20210622,31824,대통령령,20210623,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233295&type=HTML&mobileYn=&efYd=20210623
232671,현행,원자력안전 정보공개 및 소통에 관한 법률,원자력안전소통법,014092,20210608,18239,법률,20220609,/DRF/lawService.do?OC=sapphire_5&target=law&MST=232671&type=HTML&mobileYn=&efYd=20220609
242671,현행,원자력안전 정보공개 및 소통에 관한 법률 시행령,원자력안전소통법 시행령,014283,20220524,32651,대통령령,20220609,/DRF/lawService.do?OC=sapphire_5&target=law&MST=242671&type=HTML&mobileYn=&efYd=20220609
243267,현행,원자력안전 정보공개 및 소통에 관한 법률 시행규칙,원자력안전소통법 시행규칙,014296,20220609,01808,총리령,20220609,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243267&type=HTML&mobileYn=&efYd=20220609
231705,현행,원자력 진흥법,,001603,20210420,18078,법률,20211021,/DRF/lawService.do?OC=sapphire_5&target=law&MST=231705&type=HTML&mobileYn=&efYd=20211021
225213,현행,원자력 진흥법 시행령,,004342,20201229,31297,대통령령,20210101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=225213&type=HTML&mobileYn=&efYd=20210101
195345,현행,원전비리 방지를 위한 원자력발전사업자등의 관리ㆍ감독에 관한 법률,원전감독법,012196,20170726,14839,법률,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195345&type=HTML&mobileYn=&efYd=20170726
235531,현행,원전비리 방지를 위한 원자력발전사업자등의 관리ㆍ감독에 관한 법률 시행령,원전감독법 시행령,012321,20210924,32012,대통령령,20211002,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235531&type=HTML&mobileYn=&efYd=20211002
2841,현행,원호재산특별처리법,,001322,19751231,02889,법률,19751231,/DRF/lawService.do?OC=sapphire_5&target=law&MST=2841&type=HTML&mobileYn=&efYd=19751231
23517,현행,원호재산특별처리법시행령,,004364,19941223,14438,대통령령,19941223,/DRF/lawService.do?OC=sapphire_5&target=law&MST=23517&type=HTML&mobileYn=&efYd=19941223
209735,현행,월드컵기장령,,009345,20190702,29950,대통령령,20190702,/DRF/lawService.do?OC=sapphire_5&target=law&MST=209735&type=HTML&mobileYn=&efYd=20190702
215825,현행,위생용품 관리법,,012863,20200324,17091,법률,20200324,/DRF/lawService.do?OC=sapphire_5&target=law&MST=215825&type=HTML&mobileYn=&efYd=20200324
250457,현행,위생용품 관리법 시행령,,013104,20230425,33434,대통령령,20230425,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250457&type=HTML&mobileYn=&efYd=20230425
241615,현행,위생용품 관리법 시행규칙,,013110,20220330,01802,총리령,20220330,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241615&type=HTML&mobileYn=&efYd=20220330
236317,현행,위치정보의 보호 및 이용 등에 관한 법률,위치정보법,009882,20211019,18517,법률,20220420,/DRF/lawService.do?OC=sapphire_5&target=law&MST=236317&type=HTML&mobileYn=&efYd=20220420
250459,현행,위치정보의 보호 및 이용 등에 관한 법률 시행령,위치정보법 시행령,010021,20230425,33434,대통령령,20230425,/DRF/lawService.do?OC=sapphire_5&target=law&MST=250459&type=HTML&mobileYn=&efYd=20230425
227737,현행,위해성 경찰장비의 사용기준 등에 관한 규정,위해성경찰장비규정,002211,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227737&type=HTML&mobileYn=&efYd=20210105
240831,현행,위험물 선박운송 및 저장규칙,위험물선박운송규칙,007824,20220217,00486,해양수산부령,20220518,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240831&type=HTML&mobileYn=&efYd=20220518
247233,현행,위험물안전관리법,위험물관리법,009502,20230103,19161,법률,20230704,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247233&type=HTML&mobileYn=&efYd=20230704
252019,현행,위험물안전관리법 시행령,,009707,20230627,33579,대통령령,20230704,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252019&type=HTML&mobileYn=&efYd=20230704
252207,현행,위험물안전관리법 시행규칙,,009732,20230629,00409,행정안전부령,20230629,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252207&type=HTML&mobileYn=&efYd=20230629
235093,현행,위험물철도운송규칙,,009991,20210827,00882,국토교통부령,20210827,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235093&type=HTML&mobileYn=&efYd=20210827
195358,현행,유네스코 활동에 관한 법률,유네스코법,000846,20170726,14839,법률,20170726,/DRF/lawService.do?OC=sapphire_5&target=law&MST=195358&type=HTML&mobileYn=&efYd=20170726
227741,현행,유료도로관리권등록령,,004375,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227741&type=HTML&mobileYn=&efYd=20210105
235095,현행,유료도로관리권등록령 시행규칙,,007828,20210827,00882,국토교통부령,20210827,/DRF/lawService.do?OC=sapphire_5&target=law&MST=235095&type=HTML&mobileYn=&efYd=20210827
224655,현행,유료도로법,,000249,20201222,17743,법률,20210623,/DRF/lawService.do?OC=sapphire_5&target=law&MST=224655&type=HTML&mobileYn=&efYd=20210623
245075,현행,유료도로법 시행령,,004376,20221025,32962,대통령령,20221025,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245075&type=HTML&mobileYn=&efYd=20221025
252605,현행,유료도로법 시행규칙,,007829,20230710,01232,국토교통부령,20230710,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252605&type=HTML&mobileYn=&efYd=20230710
214535,현행,유류오염손해배상 보장법,유류오염배상법,000064,20200218,17051,법률,20200218,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214535&type=HTML&mobileYn=&efYd=20200218
227745,현행,유류오염손해배상 보장법 시행령,유류오염배상법 시행령,004377,20210105,31380,대통령령,20210105,/DRF/lawService.do?OC=sapphire_5&target=law&MST=227745&type=HTML&mobileYn=&efYd=20210105
233635,현행,유류오염손해배상 보장법 시행규칙,유류오염배상법 시행규칙,007830,20210630,00486,해양수산부령,20210630,/DRF/lawService.do?OC=sapphire_5&target=law&MST=233635&type=HTML&mobileYn=&efYd=20210630
36426,현행,유류오염손해배상사건등의절차에관한규칙,,005913,19951027,01395,대법원규칙,19951027,/DRF/lawService.do?OC=sapphire_5&target=law&MST=36426&type=HTML&mobileYn=&efYd=19951027
102534,현행,유사수신행위의 규제에 관한 법률,유사수신행위법,002035,20100204,10045,법률,20100204,/DRF/lawService.do?OC=sapphire_5&target=law&MST=102534&type=HTML&mobileYn=&efYd=20100204
206625,현행,유사수신행위의 규제에 관한 법률 시행령,유사수신행위법 시행령,004378,20190108,29477,대통령령,20190108,/DRF/lawService.do?OC=sapphire_5&target=law&MST=206625&type=HTML&mobileYn=&efYd=20190108
238805,현행,유선 및 도선 사업법,유.도선법,001015,20220104,18683,법률,20220405,/DRF/lawService.do?OC=sapphire_5&target=law&MST=238805&type=HTML&mobileYn=&efYd=20220405
251427,현행,유선 및 도선 사업법 시행령,,004379,20230607,33518,대통령령,20230611,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251427&type=HTML&mobileYn=&efYd=20230611
241665,현행,유선 및 도선 사업법 시행규칙,,007831,20220330,00324,행정안전부령,20220330,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241665&type=HTML&mobileYn=&efYd=20220330
149564,현행,유실물법,,001261,20140107,12210,법률,20140107,/DRF/lawService.do?OC=sapphire_5&target=law&MST=149564&type=HTML&mobileYn=&efYd=20140107
241139,현행,유실물법 시행령,,004385,20220308,32522,대통령령,20220308,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241139&type=HTML&mobileYn=&efYd=20220308
234011,현행,유아교육법,,009621,20210720,18298,법률,20220721,/DRF/lawService.do?OC=sapphire_5&target=law&MST=234011&type=HTML&mobileYn=&efYd=20220721
245505,현행,유아교육법 시행령,,009874,20221122,32999,대통령령,20221122,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245505&type=HTML&mobileYn=&efYd=20221122
245761,현행,유아교육법 시행규칙,,009872,20221201,00290,교육부령,20230101,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245761&type=HTML&mobileYn=&efYd=20230101
245013,현행,유아교육정보시스템 및 교육정보시스템의 운영 등에 관한 규칙,,010046,20221014,00284,교육부령,20221014,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245013&type=HTML&mobileYn=&efYd=20221014
247449,현행,유아교육지원특별회계법,유아교육회계법,012696,20221231,19203,법률,20221231,/DRF/lawService.do?OC=sapphire_5&target=law&MST=247449&type=HTML&mobileYn=&efYd=20221231
248077,현행,유어장의 지정 및 관리에 관한 규칙,유어장규칙,007827,20230203,00581,해양수산부령,20230203,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248077&type=HTML&mobileYn=&efYd=20230203
248555,현행,유엔참전용사의 명예선양 등에 관한 법률,유엔참전용사법,013705,20230304,19228,법률,20230605,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248555&type=HTML&mobileYn=&efYd=20230605
249721,현행,유엔참전용사의 명예선양 등에 관한 법률 시행령,유엔참전용사법 시행령,013869,20230411,33382,대통령령,20230605,/DRF/lawService.do?OC=sapphire_5&target=law&MST=249721&type=HTML&mobileYn=&efYd=20230605
252147,현행,유전자변형농수산물의 표시 및 농수산물의 안전성조사 등에 관한 규칙,,011798,20230622,01886,총리령,20230622,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252147&type=HTML&mobileYn=&efYd=20230622
205608,현행,유전자변형생물체의 국가간 이동 등에 관한 법률,유전자변형생물체법,009170,20181211,15868,법률,20190612,/DRF/lawService.do?OC=sapphire_5&target=law&MST=205608&type=HTML&mobileYn=&efYd=20190612
221441,현행,유전자변형생물체의 국가간 이동 등에 관한 법률 시행령,유전자변형생물체법 시행령,010038,20200908,31001,대통령령,20210309,/DRF/lawService.do?OC=sapphire_5&target=law&MST=221441&type=HTML&mobileYn=&efYd=20210309
239903,현행,유전자변형생물체의 국가간 이동 등에 관한 법률 시행규칙,유전자변형생물체법 시행규칙,010182,20220121,00448,산업통상자원부령,20220121,/DRF/lawService.do?OC=sapphire_5&target=law&MST=239903&type=HTML&mobileYn=&efYd=20220121
205997,현행,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률,유전자원법,012788,20181224,16016,법률,20190625,/DRF/lawService.do?OC=sapphire_5&target=law&MST=205997&type=HTML&mobileYn=&efYd=20190625
221729,현행,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률 시행령,유전자원법 시행령,012974,20200911,31013,대통령령,20200912,/DRF/lawService.do?OC=sapphire_5&target=law&MST=221729&type=HTML&mobileYn=&efYd=20200912
206229,현행,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률 시행규칙,유전자원법 시행규칙,013024,20181227,00791,환경부령,20181227,/DRF/lawService.do?OC=sapphire_5&target=law&MST=206229&type=HTML&mobileYn=&efYd=20181227
246769,현행,유통산업발전법,,001469,20221227,19117,법률,20230628,/DRF/lawService.do?OC=sapphire_5&target=law&MST=246769&type=HTML&mobileYn=&efYd=20230628
230845,현행,유통산업발전법 시행령,,004388,20210406,31611,대통령령,20210408,/DRF/lawService.do?OC=sapphire_5&target=law&MST=230845&type=HTML&mobileYn=&efYd=20210408
248413,현행,유통산업발전법 시행규칙,,007843,20230228,00502,산업통상자원부령,20230228,/DRF/lawService.do?OC=sapphire_5&target=law&MST=248413&type=HTML&mobileYn=&efYd=20230228
159985,현행,유한책임신탁등기규칙,,011627,20141002,02560,대법원규칙,20141121,/DRF/lawService.do?OC=sapphire_5&target=law&MST=159985&type=HTML&mobileYn=&efYd=20141121
240881,현행,유해ㆍ위험작업의 취업 제한에 관한 규칙,취업제한규칙,007844,20220217,00347,고용노동부령,20220218,/DRF/lawService.do?OC=sapphire_5&target=law&MST=240881&type=HTML&mobileYn=&efYd=20220218
245999,현행,육군3사관학교 설치법,,000947,20221213,19083,법률,20230614,/DRF/lawService.do?OC=sapphire_5&target=law&MST=245999&type=HTML&mobileYn=&efYd=20230614
251391,현행,육군3사관학교 설치법 시행령,,003285,20230607,33502,대통령령,20230614,/DRF/lawService.do?OC=sapphire_5&target=law&MST=251391&type=HTML&mobileYn=&efYd=20230614
198828,현행,육군공병학교령,,010287,20171114,28431,대통령령,20171114,/DRF/lawService.do?OC=sapphire_5&target=law&MST=198828&type=HTML&mobileYn=&efYd=20171114
243911,현행,육군과학화전투훈련단령,,014310,20220714,32800,대통령령,20220714,/DRF/lawService.do?OC=sapphire_5&target=law&MST=243911&type=HTML&mobileYn=&efYd=20220714
197276,현행,육군교육사령부령,,004400,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197276&type=HTML&mobileYn=&efYd=20170905
197277,현행,육군군수사령부령,,004402,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197277&type=HTML&mobileYn=&efYd=20170905
198827,현행,육군기계화학교령,,004408,20171114,28430,대통령령,20171114,/DRF/lawService.do?OC=sapphire_5&target=law&MST=198827&type=HTML&mobileYn=&efYd=20171114
202818,현행,육군동원전력사령부령,,013100,20180320,28704,대통령령,20180406,/DRF/lawService.do?OC=sapphire_5&target=law&MST=202818&type=HTML&mobileYn=&efYd=20180406
241517,현행,육군미사일전략사령부령,,010285,20220401,32560,대통령령,20220401,/DRF/lawService.do?OC=sapphire_5&target=law&MST=241517&type=HTML&mobileYn=&efYd=20220401
197339,현행,육군보병학교령,,004422,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197339&type=HTML&mobileYn=&efYd=20170905
252007,현행,육군본부 직제,,004425,20230627,33569,대통령령,20230627,/DRF/lawService.do?OC=sapphire_5&target=law&MST=252007&type=HTML&mobileYn=&efYd=20230627
197282,현행,육군부사관학교령,,010173,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197282&type=HTML&mobileYn=&efYd=20170905
197283,현행,육군인사사령부령,,010099,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197283&type=HTML&mobileYn=&efYd=20170905
197284,현행,육군정보통신학교령,,010288,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197284&type=HTML&mobileYn=&efYd=20170905
197340,현행,육군정보학교령,,010289,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197340&type=HTML&mobileYn=&efYd=20170905
201454,현행,육군종합군수학교령,,004442,20180123,28598,대통령령,20180123,/DRF/lawService.do?OC=sapphire_5&target=law&MST=201454&type=HTML&mobileYn=&efYd=20180123
214043,현행,육군종합행정학교령,,004443,20200204,30384,대통령령,20200204,/DRF/lawService.do?OC=sapphire_5&target=law&MST=214043&type=HTML&mobileYn=&efYd=20200204
197288,현행,육군특수전사령부령,,004449,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197288&type=HTML&mobileYn=&efYd=20170905
197341,현행,육군포병학교령,,004451,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197341&type=HTML&mobileYn=&efYd=20170905
204290,현행,육군학생군사학교령,,004453,20180828,29119,대통령령,20180828,/DRF/lawService.do?OC=sapphire_5&target=law&MST=204290&type=HTML&mobileYn=&efYd=20180828
236963,현행,육군항공사령부령,,004454,20211130,32154,대통령령,20211130,/DRF/lawService.do?OC=sapphire_5&target=law&MST=236963&type=HTML&mobileYn=&efYd=20211130
197292,현행,육군훈련소령,,004460,20170905,28266,대통령령,20170905,/DRF/lawService.do?OC=sapphire_5&target=law&MST=197292&type=HTML&mobileYn=&efYd=20170905
232111,현행,윤리특별위원회 운영 등에 관한 규칙,,006027,20210429,00227,국회규칙,20210429,/DRF/lawService.do?OC=sapphire_5&target=law&MST=232111&type=HTML&mobileYn=&efYd=20210429
